field1,field2,correlation,dataset
indicator_order,value,0.025764258855686593,dhs-quickstats_national_zaf
indicator_order,precision,0.22412755111524818,dhs-quickstats_national_zaf
indicator_order,survey_year,0.16958301446380375,dhs-quickstats_national_zaf
indicator_order,characteristic_id,0.6140652316514668,dhs-quickstats_national_zaf
indicator_order,characteristic_order,0.6140652316514668,dhs-quickstats_national_zaf
indicator_order,by_variable_id,0.22712247803434554,dhs-quickstats_national_zaf
indicator_order,is_preferred,0.040631843454115454,dhs-quickstats_national_zaf
indicator_order,survey_year_label,0.16958301446380375,dhs-quickstats_national_zaf
indicator_order,denominator_weighted,0.6519097668458702,dhs-quickstats_national_zaf
indicator_order,denominator_unweighted,0.6989217064864307,dhs-quickstats_national_zaf
indicator_order,ci_low,-0.17726515582721503,dhs-quickstats_national_zaf
indicator_order,ci_high,-0.1243971628377326,dhs-quickstats_national_zaf
characteristic_id,data_id,-0.06949087567499351,dhs-quickstats_national_zaf
characteristic_id,value,-0.1042238020134994,dhs-quickstats_national_zaf
characteristic_id,precision,0.23696894833090956,dhs-quickstats_national_zaf
characteristic_id,survey_year,0.2729446526789181,dhs-quickstats_national_zaf
characteristic_id,indicator_order,0.6140652316514668,dhs-quickstats_national_zaf
characteristic_id,characteristic_order,1,dhs-quickstats_national_zaf
characteristic_id,by_variable_id,0.2818664662584492,dhs-quickstats_national_zaf
characteristic_id,is_preferred,0.11250040981366413,dhs-quickstats_national_zaf
characteristic_id,survey_year_label,0.2729446526789181,dhs-quickstats_national_zaf
characteristic_id,denominator_weighted,0.3550781861243948,dhs-quickstats_national_zaf
characteristic_id,denominator_unweighted,0.41489661091490304,dhs-quickstats_national_zaf
characteristic_id,ci_low,-0.3334275796788601,dhs-quickstats_national_zaf
characteristic_id,ci_high,-0.2871762122924725,dhs-quickstats_national_zaf
characteristic_order,data_id,-0.06949087567499351,dhs-quickstats_national_zaf
characteristic_order,value,-0.1042238020134994,dhs-quickstats_national_zaf
characteristic_order,precision,0.23696894833090956,dhs-quickstats_national_zaf
characteristic_order,survey_year,0.2729446526789181,dhs-quickstats_national_zaf
characteristic_order,indicator_order,0.6140652316514668,dhs-quickstats_national_zaf
characteristic_order,characteristic_id,1,dhs-quickstats_national_zaf
characteristic_order,by_variable_id,0.2818664662584492,dhs-quickstats_national_zaf
characteristic_order,is_preferred,0.11250040981366413,dhs-quickstats_national_zaf
characteristic_order,survey_year_label,0.2729446526789181,dhs-quickstats_national_zaf
characteristic_order,denominator_weighted,0.3550781861243948,dhs-quickstats_national_zaf
characteristic_order,denominator_unweighted,0.41489661091490304,dhs-quickstats_national_zaf
characteristic_order,ci_low,-0.3334275796788601,dhs-quickstats_national_zaf
characteristic_order,ci_high,-0.2871762122924725,dhs-quickstats_national_zaf
by_variable_id,data_id,0.055893617085646136,dhs-quickstats_national_zaf
by_variable_id,value,-0.08182466542978832,dhs-quickstats_national_zaf
by_variable_id,precision,0.04083202489896807,dhs-quickstats_national_zaf
by_variable_id,survey_year,0.1048032557681235,dhs-quickstats_national_zaf
by_variable_id,indicator_order,0.22712247803434554,dhs-quickstats_national_zaf
by_variable_id,characteristic_id,0.2818664662584492,dhs-quickstats_national_zaf
by_variable_id,characteristic_order,0.2818664662584492,dhs-quickstats_national_zaf
by_variable_id,is_preferred,-0.31901115808520913,dhs-quickstats_national_zaf
by_variable_id,survey_year_label,0.1048032557681235,dhs-quickstats_national_zaf
by_variable_id,denominator_weighted,-0.11484191850732701,dhs-quickstats_national_zaf
by_variable_id,denominator_unweighted,-0.10165282860420856,dhs-quickstats_national_zaf
by_variable_id,ci_low,-0.43145529760879014,dhs-quickstats_national_zaf
by_variable_id,ci_high,-0.490749075538648,dhs-quickstats_national_zaf
is_preferred,data_id,0.19515614481979737,dhs-quickstats_national_zaf
is_preferred,value,0.019432797762081885,dhs-quickstats_national_zaf
is_preferred,precision,0.19290465631929046,dhs-quickstats_national_zaf
is_preferred,survey_year,0.05352038546811025,dhs-quickstats_national_zaf
is_preferred,indicator_order,0.040631843454115454,dhs-quickstats_national_zaf
is_preferred,characteristic_id,0.11250040981366413,dhs-quickstats_national_zaf
is_preferred,characteristic_order,0.11250040981366413,dhs-quickstats_national_zaf
is_preferred,by_variable_id,-0.31901115808520913,dhs-quickstats_national_zaf
is_preferred,survey_year_label,0.05352038546811025,dhs-quickstats_national_zaf
is_preferred,denominator_weighted,0.2270225197764914,dhs-quickstats_national_zaf
is_preferred,denominator_unweighted,0.2209882338926925,dhs-quickstats_national_zaf
is_preferred,ci_low,0.21888014819862092,dhs-quickstats_national_zaf
is_preferred,ci_high,0.26720824458103587,dhs-quickstats_national_zaf
survey_year_label,data_id,-0.37555561136541893,dhs-quickstats_national_zaf
survey_year_label,value,0.10313460580133839,dhs-quickstats_national_zaf
survey_year_label,precision,0.05352038546811025,dhs-quickstats_national_zaf
survey_year_label,survey_year,1,dhs-quickstats_national_zaf
survey_year_label,indicator_order,0.16958301446380375,dhs-quickstats_national_zaf
survey_year_label,characteristic_id,0.2729446526789181,dhs-quickstats_national_zaf
survey_year_label,characteristic_order,0.2729446526789181,dhs-quickstats_national_zaf
survey_year_label,by_variable_id,0.1048032557681235,dhs-quickstats_national_zaf
survey_year_label,is_preferred,0.05352038546811025,dhs-quickstats_national_zaf
survey_year_label,denominator_weighted,-0.172176989086201,dhs-quickstats_national_zaf
survey_year_label,denominator_unweighted,-0.11626561862237351,dhs-quickstats_national_zaf
survey_year_label,ci_low,0.16704062596282704,dhs-quickstats_national_zaf
survey_year_label,ci_high,0.2079802414589559,dhs-quickstats_national_zaf
denominator_weighted,data_id,0.23328951674066903,dhs-quickstats_national_zaf
denominator_weighted,value,0.18741055794468112,dhs-quickstats_national_zaf
denominator_weighted,precision,NA,dhs-quickstats_national_zaf
denominator_weighted,survey_year,-0.172176989086201,dhs-quickstats_national_zaf
denominator_weighted,indicator_order,0.6519097668458702,dhs-quickstats_national_zaf
denominator_weighted,characteristic_id,0.3550781861243948,dhs-quickstats_national_zaf
denominator_weighted,characteristic_order,0.3550781861243948,dhs-quickstats_national_zaf
denominator_weighted,by_variable_id,-0.11484191850732701,dhs-quickstats_national_zaf
denominator_weighted,is_preferred,0.2270225197764914,dhs-quickstats_national_zaf
denominator_weighted,survey_year_label,-0.172176989086201,dhs-quickstats_national_zaf
denominator_weighted,denominator_unweighted,0.9789041308285327,dhs-quickstats_national_zaf
denominator_weighted,ci_low,0.19989480251416095,dhs-quickstats_national_zaf
denominator_weighted,ci_high,0.07775634885781216,dhs-quickstats_national_zaf
denominator_unweighted,data_id,0.19149974531432382,dhs-quickstats_national_zaf
denominator_unweighted,value,0.23233761048404636,dhs-quickstats_national_zaf
denominator_unweighted,precision,NA,dhs-quickstats_national_zaf
denominator_unweighted,survey_year,-0.11626561862237351,dhs-quickstats_national_zaf
denominator_unweighted,indicator_order,0.6989217064864307,dhs-quickstats_national_zaf
denominator_unweighted,characteristic_id,0.41489661091490304,dhs-quickstats_national_zaf
denominator_unweighted,characteristic_order,0.41489661091490304,dhs-quickstats_national_zaf
denominator_unweighted,by_variable_id,-0.10165282860420856,dhs-quickstats_national_zaf
denominator_unweighted,is_preferred,0.2209882338926925,dhs-quickstats_national_zaf
denominator_unweighted,survey_year_label,-0.11626561862237351,dhs-quickstats_national_zaf
denominator_unweighted,denominator_weighted,0.9789041308285327,dhs-quickstats_national_zaf
denominator_unweighted,ci_low,0.39936006962279785,dhs-quickstats_national_zaf
denominator_unweighted,ci_high,0.2834627922816879,dhs-quickstats_national_zaf
ci_low,data_id,0.3130298017025221,dhs-quickstats_national_zaf
ci_low,value,0.9975613453712093,dhs-quickstats_national_zaf
ci_low,precision,-0.3334275796788601,dhs-quickstats_national_zaf
ci_low,survey_year,0.16704062596282704,dhs-quickstats_national_zaf
ci_low,indicator_order,-0.17726515582721503,dhs-quickstats_national_zaf
ci_low,characteristic_id,-0.3334275796788601,dhs-quickstats_national_zaf
ci_low,characteristic_order,-0.3334275796788601,dhs-quickstats_national_zaf
ci_low,by_variable_id,-0.43145529760879014,dhs-quickstats_national_zaf
ci_low,is_preferred,0.21888014819862092,dhs-quickstats_national_zaf
ci_low,survey_year_label,0.16704062596282704,dhs-quickstats_national_zaf
ci_low,denominator_weighted,0.19989480251416095,dhs-quickstats_national_zaf
ci_low,denominator_unweighted,0.39936006962279785,dhs-quickstats_national_zaf
ci_low,ci_high,0.9958013624369928,dhs-quickstats_national_zaf
ci_high,data_id,0.319161220967155,dhs-quickstats_national_zaf
ci_high,value,0.99976004694555,dhs-quickstats_national_zaf
ci_high,precision,-0.2871762122924725,dhs-quickstats_national_zaf
ci_high,survey_year,0.2079802414589559,dhs-quickstats_national_zaf
ci_high,indicator_order,-0.1243971628377326,dhs-quickstats_national_zaf
ci_high,characteristic_id,-0.2871762122924725,dhs-quickstats_national_zaf
ci_high,characteristic_order,-0.2871762122924725,dhs-quickstats_national_zaf
ci_high,by_variable_id,-0.490749075538648,dhs-quickstats_national_zaf
ci_high,is_preferred,0.26720824458103587,dhs-quickstats_national_zaf
ci_high,survey_year_label,0.2079802414589559,dhs-quickstats_national_zaf
ci_high,denominator_weighted,0.07775634885781216,dhs-quickstats_national_zaf
ci_high,denominator_unweighted,0.2834627922816879,dhs-quickstats_national_zaf
ci_high,ci_low,0.9958013624369928,dhs-quickstats_national_zaf
data_id,value,0.11336657238125633,hiv-behavior_national_zaf
data_id,precision,0.025133044376090683,hiv-behavior_national_zaf
data_id,survey_year,-0.7256062199063259,hiv-behavior_national_zaf
data_id,indicator_order,0.1110554598845388,hiv-behavior_national_zaf
data_id,characteristic_id,-0.1754344310034698,hiv-behavior_national_zaf
data_id,characteristic_order,-0.1754344310034698,hiv-behavior_national_zaf
data_id,survey_year_label,-0.7256062199063259,hiv-behavior_national_zaf
data_id,denominator_weighted,0.17205483589213877,hiv-behavior_national_zaf
data_id,denominator_unweighted,0.265586916184418,hiv-behavior_national_zaf
value,data_id,0.11336657238125633,hiv-behavior_national_zaf
value,precision,-0.5555592364481697,hiv-behavior_national_zaf
value,survey_year,-0.14218055081664874,hiv-behavior_national_zaf
value,indicator_order,-0.23698194099920175,hiv-behavior_national_zaf
value,characteristic_id,0.20103838635058968,hiv-behavior_national_zaf
value,characteristic_order,0.20103838635058968,hiv-behavior_national_zaf
value,survey_year_label,-0.14218055081664874,hiv-behavior_national_zaf
value,denominator_weighted,0.4267282672292873,hiv-behavior_national_zaf
value,denominator_unweighted,0.5018844545039873,hiv-behavior_national_zaf
precision,data_id,0.025133044376090683,hiv-behavior_national_zaf
precision,value,-0.5555592364481697,hiv-behavior_national_zaf
precision,survey_year,0.052966965928067815,hiv-behavior_national_zaf
precision,indicator_order,-0.022976752707206057,hiv-behavior_national_zaf
precision,characteristic_id,0.03027931662016253,hiv-behavior_national_zaf
precision,characteristic_order,0.03027931662016253,hiv-behavior_national_zaf
precision,survey_year_label,0.052966965928067815,hiv-behavior_national_zaf
precision,denominator_weighted,0.09753220604015021,hiv-behavior_national_zaf
precision,denominator_unweighted,0.031056257366858936,hiv-behavior_national_zaf
survey_year,data_id,-0.7256062199063259,hiv-behavior_national_zaf
survey_year,value,-0.14218055081664874,hiv-behavior_national_zaf
survey_year,precision,0.052966965928067815,hiv-behavior_national_zaf
survey_year,indicator_order,-0.3212275914189872,hiv-behavior_national_zaf
survey_year,characteristic_id,0.35794101106274573,hiv-behavior_national_zaf
survey_year,characteristic_order,0.35794101106274573,hiv-behavior_national_zaf
survey_year,survey_year_label,1,hiv-behavior_national_zaf
survey_year,denominator_weighted,-0.08220201847515098,hiv-behavior_national_zaf
survey_year,denominator_unweighted,-0.14418672268987676,hiv-behavior_national_zaf
indicator_order,data_id,0.1110554598845388,hiv-behavior_national_zaf
indicator_order,value,-0.23698194099920175,hiv-behavior_national_zaf
indicator_order,precision,-0.022976752707206057,hiv-behavior_national_zaf
indicator_order,survey_year,-0.3212275914189872,hiv-behavior_national_zaf
indicator_order,characteristic_id,-0.974701974191214,hiv-behavior_national_zaf
indicator_order,characteristic_order,-0.974701974191214,hiv-behavior_national_zaf
indicator_order,survey_year_label,-0.3212275914189872,hiv-behavior_national_zaf
indicator_order,denominator_weighted,-0.4329000499081336,hiv-behavior_national_zaf
indicator_order,denominator_unweighted,-0.3842519483771815,hiv-behavior_national_zaf
characteristic_id,data_id,-0.1754344310034698,hiv-behavior_national_zaf
characteristic_id,value,0.20103838635058968,hiv-behavior_national_zaf
characteristic_id,precision,0.03027931662016253,hiv-behavior_national_zaf
characteristic_id,survey_year,0.35794101106274573,hiv-behavior_national_zaf
characteristic_id,indicator_order,-0.974701974191214,hiv-behavior_national_zaf
characteristic_id,characteristic_order,1,hiv-behavior_national_zaf
characteristic_id,survey_year_label,0.35794101106274573,hiv-behavior_national_zaf
characteristic_id,denominator_weighted,0.41653492013121385,hiv-behavior_national_zaf
characteristic_id,denominator_unweighted,0.34941850243752004,hiv-behavior_national_zaf
characteristic_order,data_id,-0.1754344310034698,hiv-behavior_national_zaf
characteristic_order,value,0.20103838635058968,hiv-behavior_national_zaf
characteristic_order,precision,0.03027931662016253,hiv-behavior_national_zaf
characteristic_order,survey_year,0.35794101106274573,hiv-behavior_national_zaf
characteristic_order,indicator_order,-0.974701974191214,hiv-behavior_national_zaf
characteristic_order,characteristic_id,1,hiv-behavior_national_zaf
characteristic_order,survey_year_label,0.35794101106274573,hiv-behavior_national_zaf
characteristic_order,denominator_weighted,0.41653492013121385,hiv-behavior_national_zaf
characteristic_order,denominator_unweighted,0.34941850243752004,hiv-behavior_national_zaf
survey_year_label,data_id,-0.7256062199063259,hiv-behavior_national_zaf
survey_year_label,value,-0.14218055081664874,hiv-behavior_national_zaf
survey_year_label,precision,0.052966965928067815,hiv-behavior_national_zaf
survey_year_label,survey_year,1,hiv-behavior_national_zaf
survey_year_label,indicator_order,-0.3212275914189872,hiv-behavior_national_zaf
survey_year_label,characteristic_id,0.35794101106274573,hiv-behavior_national_zaf
survey_year_label,characteristic_order,0.35794101106274573,hiv-behavior_national_zaf
survey_year_label,denominator_weighted,-0.08220201847515098,hiv-behavior_national_zaf
survey_year_label,denominator_unweighted,-0.14418672268987676,hiv-behavior_national_zaf
denominator_weighted,data_id,0.17205483589213877,hiv-behavior_national_zaf
denominator_weighted,value,0.4267282672292873,hiv-behavior_national_zaf
denominator_weighted,precision,0.09753220604015021,hiv-behavior_national_zaf
denominator_weighted,survey_year,-0.08220201847515098,hiv-behavior_national_zaf
denominator_weighted,indicator_order,-0.4329000499081336,hiv-behavior_national_zaf
denominator_weighted,characteristic_id,0.41653492013121385,hiv-behavior_national_zaf
denominator_weighted,characteristic_order,0.41653492013121385,hiv-behavior_national_zaf
denominator_weighted,survey_year_label,-0.08220201847515098,hiv-behavior_national_zaf
denominator_weighted,denominator_unweighted,0.9990709668615014,hiv-behavior_national_zaf
denominator_unweighted,data_id,0.265586916184418,hiv-behavior_national_zaf
denominator_unweighted,value,0.5018844545039873,hiv-behavior_national_zaf
denominator_unweighted,precision,0.031056257366858936,hiv-behavior_national_zaf
denominator_unweighted,survey_year,-0.14418672268987676,hiv-behavior_national_zaf
denominator_unweighted,indicator_order,-0.3842519483771815,hiv-behavior_national_zaf
denominator_unweighted,characteristic_id,0.34941850243752004,hiv-behavior_national_zaf
denominator_unweighted,characteristic_order,0.34941850243752004,hiv-behavior_national_zaf
denominator_unweighted,survey_year_label,-0.14418672268987676,hiv-behavior_national_zaf
denominator_unweighted,denominator_weighted,0.9990709668615014,hiv-behavior_national_zaf
data_id,value,0.09452782013484447,immunization_national_zaf
data_id,precision,0.05651444490576251,immunization_national_zaf
data_id,survey_year,-0.27243602184388727,immunization_national_zaf
data_id,indicator_order,0.22968744217633166,immunization_national_zaf
data_id,characteristic_id,-0.413165281914763,immunization_national_zaf
data_id,characteristic_order,-0.413165281914763,immunization_national_zaf
data_id,by_variable_id,-0.41316600123608577,immunization_national_zaf
data_id,is_preferred,0.44754126615281387,immunization_national_zaf
data_id,survey_year_label,-0.27243602184388727,immunization_national_zaf
data_id,denominator_weighted,0.4362958143388972,immunization_national_zaf
data_id,denominator_unweighted,0.41649573433971965,immunization_national_zaf
value,data_id,0.09452782013484447,immunization_national_zaf
value,precision,-0.7476328970161339,immunization_national_zaf
value,survey_year,-0.13109697236065934,immunization_national_zaf
value,indicator_order,0.1951402203079074,immunization_national_zaf
value,characteristic_id,-0.11904422691138385,immunization_national_zaf
value,characteristic_order,-0.11904422691138385,immunization_national_zaf
value,by_variable_id,-0.11904423410416401,immunization_national_zaf
value,is_preferred,0.07004423301709957,immunization_national_zaf
value,survey_year_label,-0.13109697236065934,immunization_national_zaf
value,denominator_weighted,0.1816965210190129,immunization_national_zaf
value,denominator_unweighted,0.18138131440575253,immunization_national_zaf
precision,data_id,0.05651444490576251,immunization_national_zaf
precision,value,-0.7476328970161339,immunization_national_zaf
precision,survey_year,0.03461160877674434,immunization_national_zaf
precision,indicator_order,-0.025520037560416025,immunization_national_zaf
precision,characteristic_id,0.013801311186847085,immunization_national_zaf
precision,characteristic_order,0.013801311186847085,immunization_national_zaf
precision,by_variable_id,0.013801311186793399,immunization_national_zaf
precision,is_preferred,-0.007874992309581578,immunization_national_zaf
precision,survey_year_label,0.03461160877674434,immunization_national_zaf
precision,denominator_weighted,-0.012278191754597087,immunization_national_zaf
precision,denominator_unweighted,-0.012316350265780922,immunization_national_zaf
survey_year,data_id,-0.27243602184388727,immunization_national_zaf
survey_year,value,-0.13109697236065934,immunization_national_zaf
survey_year,precision,0.03461160877674434,immunization_national_zaf
survey_year,indicator_order,-0.0796857413877874,immunization_national_zaf
survey_year,characteristic_id,0.048962772299038775,immunization_national_zaf
survey_year,characteristic_order,0.048962772299038775,immunization_national_zaf
survey_year,by_variable_id,0.048962772298848316,immunization_national_zaf
survey_year,is_preferred,-0.02793803067625856,immunization_national_zaf
survey_year,survey_year_label,1,immunization_national_zaf
survey_year,denominator_weighted,-0.46768297870246295,immunization_national_zaf
survey_year,denominator_unweighted,-0.46808151170258444,immunization_national_zaf
indicator_order,data_id,0.22968744217633166,immunization_national_zaf
indicator_order,value,0.1951402203079074,immunization_national_zaf
indicator_order,precision,-0.025520037560416025,immunization_national_zaf
indicator_order,survey_year,-0.0796857413877874,immunization_national_zaf
indicator_order,characteristic_id,-0.8524723853977411,immunization_national_zaf
indicator_order,characteristic_order,-0.8524723853977411,immunization_national_zaf
indicator_order,by_variable_id,-0.852472385394425,immunization_national_zaf
indicator_order,is_preferred,0.48641852851892037,immunization_national_zaf
indicator_order,survey_year_label,-0.0796857413877874,immunization_national_zaf
indicator_order,denominator_weighted,0.727279733604066,immunization_national_zaf
indicator_order,denominator_unweighted,0.7256290189814861,immunization_national_zaf
characteristic_id,data_id,-0.413165281914763,immunization_national_zaf
characteristic_id,value,-0.11904422691138385,immunization_national_zaf
characteristic_id,precision,0.013801311186847085,immunization_national_zaf
characteristic_id,survey_year,0.048962772299038775,immunization_national_zaf
characteristic_id,indicator_order,-0.8524723853977411,immunization_national_zaf
characteristic_id,characteristic_order,1,immunization_national_zaf
characteristic_id,by_variable_id,0.9999999999961101,immunization_national_zaf
characteristic_id,is_preferred,-0.5705974021574557,immunization_national_zaf
characteristic_id,survey_year_label,0.048962772299038775,immunization_national_zaf
characteristic_id,denominator_weighted,-0.4477263516695002,immunization_national_zaf
characteristic_id,denominator_unweighted,-0.443999271699391,immunization_national_zaf
characteristic_order,data_id,-0.413165281914763,immunization_national_zaf
characteristic_order,value,-0.11904422691138385,immunization_national_zaf
characteristic_order,precision,0.013801311186847085,immunization_national_zaf
characteristic_order,survey_year,0.048962772299038775,immunization_national_zaf
characteristic_order,indicator_order,-0.8524723853977411,immunization_national_zaf
characteristic_order,characteristic_id,1,immunization_national_zaf
characteristic_order,by_variable_id,0.9999999999961101,immunization_national_zaf
characteristic_order,is_preferred,-0.5705974021574557,immunization_national_zaf
characteristic_order,survey_year_label,0.048962772299038775,immunization_national_zaf
characteristic_order,denominator_weighted,-0.4477263516695002,immunization_national_zaf
characteristic_order,denominator_unweighted,-0.443999271699391,immunization_national_zaf
by_variable_id,data_id,-0.41316600123608577,immunization_national_zaf
by_variable_id,value,-0.11904423410416401,immunization_national_zaf
by_variable_id,precision,0.013801311186793399,immunization_national_zaf
by_variable_id,survey_year,0.048962772298848316,immunization_national_zaf
by_variable_id,indicator_order,-0.852472385394425,immunization_national_zaf
by_variable_id,characteristic_id,0.9999999999961101,immunization_national_zaf
by_variable_id,characteristic_order,0.9999999999961101,immunization_national_zaf
by_variable_id,is_preferred,-0.5705996927461079,immunization_national_zaf
by_variable_id,survey_year_label,0.048962772298848316,immunization_national_zaf
by_variable_id,denominator_weighted,-0.44772637984812347,immunization_national_zaf
by_variable_id,denominator_unweighted,-0.44399927704873987,immunization_national_zaf
is_preferred,data_id,0.44754126615281387,immunization_national_zaf
is_preferred,value,0.07004423301709957,immunization_national_zaf
is_preferred,precision,-0.007874992309581578,immunization_national_zaf
is_preferred,survey_year,-0.02793803067625856,immunization_national_zaf
is_preferred,indicator_order,0.48641852851892037,immunization_national_zaf
is_preferred,characteristic_id,-0.5705974021574557,immunization_national_zaf
is_preferred,characteristic_order,-0.5705974021574557,immunization_national_zaf
is_preferred,by_variable_id,-0.5705996927461079,immunization_national_zaf
is_preferred,survey_year_label,-0.02793803067625856,immunization_national_zaf
is_preferred,denominator_weighted,0.26353302558865555,immunization_national_zaf
is_preferred,denominator_unweighted,0.2546926403189848,immunization_national_zaf
survey_year_label,data_id,-0.27243602184388727,immunization_national_zaf
survey_year_label,value,-0.13109697236065934,immunization_national_zaf
survey_year_label,precision,0.03461160877674434,immunization_national_zaf
survey_year_label,survey_year,1,immunization_national_zaf
survey_year_label,indicator_order,-0.0796857413877874,immunization_national_zaf
survey_year_label,characteristic_id,0.048962772299038775,immunization_national_zaf
survey_year_label,characteristic_order,0.048962772299038775,immunization_national_zaf
survey_year_label,by_variable_id,0.048962772298848316,immunization_national_zaf
survey_year_label,is_preferred,-0.02793803067625856,immunization_national_zaf
survey_year_label,denominator_weighted,-0.46768297870246295,immunization_national_zaf
survey_year_label,denominator_unweighted,-0.46808151170258444,immunization_national_zaf
denominator_weighted,data_id,0.4362958143388972,immunization_national_zaf
denominator_weighted,value,0.1816965210190129,immunization_national_zaf
denominator_weighted,precision,-0.012278191754597087,immunization_national_zaf
denominator_weighted,survey_year,-0.46768297870246295,immunization_national_zaf
denominator_weighted,indicator_order,0.727279733604066,immunization_national_zaf
denominator_weighted,characteristic_id,-0.4477263516695002,immunization_national_zaf
denominator_weighted,characteristic_order,-0.4477263516695002,immunization_national_zaf
denominator_weighted,by_variable_id,-0.44772637984812347,immunization_national_zaf
denominator_weighted,is_preferred,0.26353302558865555,immunization_national_zaf
denominator_weighted,survey_year_label,-0.46768297870246295,immunization_national_zaf
denominator_weighted,denominator_unweighted,0.9999545780463526,immunization_national_zaf
denominator_unweighted,data_id,0.41649573433971965,immunization_national_zaf
denominator_unweighted,value,0.18138131440575253,immunization_national_zaf
denominator_unweighted,precision,-0.012316350265780922,immunization_national_zaf
denominator_unweighted,survey_year,-0.46808151170258444,immunization_national_zaf
denominator_unweighted,indicator_order,0.7256290189814861,immunization_national_zaf
denominator_unweighted,characteristic_id,-0.443999271699391,immunization_national_zaf
denominator_unweighted,characteristic_order,-0.443999271699391,immunization_national_zaf
denominator_unweighted,by_variable_id,-0.44399927704873987,immunization_national_zaf
denominator_unweighted,is_preferred,0.2546926403189848,immunization_national_zaf
denominator_unweighted,survey_year_label,-0.46808151170258444,immunization_national_zaf
denominator_unweighted,denominator_weighted,0.9999545780463526,immunization_national_zaf
data_id,value,0.3812062402582579,iycf_national_zaf
data_id,survey_year,-0.5839651620478101,iycf_national_zaf
data_id,indicator_order,-0.5181397712089976,iycf_national_zaf
data_id,characteristic_id,-0.0029342535160906055,iycf_national_zaf
data_id,characteristic_order,-0.0029342535160906055,iycf_national_zaf
data_id,survey_year_label,-0.5839651620478101,iycf_national_zaf
data_id,denominator_weighted,0.4427681338128522,iycf_national_zaf
data_id,denominator_unweighted,0.43521522980841126,iycf_national_zaf
value,data_id,0.3812062402582579,iycf_national_zaf
value,survey_year,-0.034347170597620505,iycf_national_zaf
value,indicator_order,-0.2525095511420621,iycf_national_zaf
value,characteristic_id,-0.11278926131022772,iycf_national_zaf
value,characteristic_order,-0.11278926131022772,iycf_national_zaf
value,survey_year_label,-0.034347170597620505,iycf_national_zaf
value,denominator_weighted,0.4304437616267712,iycf_national_zaf
value,denominator_unweighted,0.42349063897037964,iycf_national_zaf
survey_year,data_id,-0.5839651620478101,iycf_national_zaf
survey_year,value,-0.034347170597620505,iycf_national_zaf
survey_year,indicator_order,0.44267876318291866,iycf_national_zaf
survey_year,characteristic_id,-0.25877458475338283,iycf_national_zaf
survey_year,characteristic_order,-0.25877458475338283,iycf_national_zaf
survey_year,survey_year_label,1,iycf_national_zaf
survey_year,denominator_weighted,-0.25551990522814355,iycf_national_zaf
survey_year,denominator_unweighted,-0.2643689449219275,iycf_national_zaf
indicator_order,data_id,-0.5181397712089976,iycf_national_zaf
indicator_order,value,-0.2525095511420621,iycf_national_zaf
indicator_order,survey_year,0.44267876318291866,iycf_national_zaf
indicator_order,characteristic_id,-0.4444566939832511,iycf_national_zaf
indicator_order,characteristic_order,-0.4444566939832511,iycf_national_zaf
indicator_order,survey_year_label,0.44267876318291866,iycf_national_zaf
indicator_order,denominator_weighted,-0.31857240196097747,iycf_national_zaf
indicator_order,denominator_unweighted,-0.3172944764647451,iycf_national_zaf
characteristic_id,data_id,-0.0029342535160906055,iycf_national_zaf
characteristic_id,value,-0.11278926131022772,iycf_national_zaf
characteristic_id,survey_year,-0.25877458475338283,iycf_national_zaf
characteristic_id,indicator_order,-0.4444566939832511,iycf_national_zaf
characteristic_id,characteristic_order,1,iycf_national_zaf
characteristic_id,survey_year_label,-0.25877458475338283,iycf_national_zaf
characteristic_id,denominator_weighted,-0.6265782062345597,iycf_national_zaf
characteristic_id,denominator_unweighted,-0.6230153570993989,iycf_national_zaf
characteristic_order,data_id,-0.0029342535160906055,iycf_national_zaf
characteristic_order,value,-0.11278926131022772,iycf_national_zaf
characteristic_order,survey_year,-0.25877458475338283,iycf_national_zaf
characteristic_order,indicator_order,-0.4444566939832511,iycf_national_zaf
characteristic_order,characteristic_id,1,iycf_national_zaf
characteristic_order,survey_year_label,-0.25877458475338283,iycf_national_zaf
characteristic_order,denominator_weighted,-0.6265782062345597,iycf_national_zaf
characteristic_order,denominator_unweighted,-0.6230153570993989,iycf_national_zaf
survey_year_label,data_id,-0.5839651620478101,iycf_national_zaf
survey_year_label,value,-0.034347170597620505,iycf_national_zaf
survey_year_label,survey_year,1,iycf_national_zaf
survey_year_label,indicator_order,0.44267876318291866,iycf_national_zaf
survey_year_label,characteristic_id,-0.25877458475338283,iycf_national_zaf
survey_year_label,characteristic_order,-0.25877458475338283,iycf_national_zaf
survey_year_label,denominator_weighted,-0.25551990522814355,iycf_national_zaf
survey_year_label,denominator_unweighted,-0.2643689449219275,iycf_national_zaf
denominator_weighted,data_id,0.4427681338128522,iycf_national_zaf
denominator_weighted,value,0.4304437616267712,iycf_national_zaf
denominator_weighted,survey_year,-0.25551990522814355,iycf_national_zaf
denominator_weighted,indicator_order,-0.31857240196097747,iycf_national_zaf
denominator_weighted,characteristic_id,-0.6265782062345597,iycf_national_zaf
denominator_weighted,characteristic_order,-0.6265782062345597,iycf_national_zaf
denominator_weighted,survey_year_label,-0.25551990522814355,iycf_national_zaf
denominator_weighted,denominator_unweighted,0.9997860251283291,iycf_national_zaf
denominator_unweighted,data_id,0.43521522980841126,iycf_national_zaf
denominator_unweighted,value,0.42349063897037964,iycf_national_zaf
