dataset,field,total_count,missing_count,missing_rate,unique_count,unique_rate,field_type,mean_value,std_dev,coefficient_of_variation,skewness,kurtosis,outlier_count,outlier_rate,max_frequency,mode_frequency_rate,rare_categories,cardinality_ratio,min_value,max_value,high_missing_flag,excessive_outliers_flag,low_variance_flag,total_issues,quality_rating
dhs-quickstats_national_zaf,survey_year,52,0,0,2,0.038461538461538464,numeric,2008.7307692307693,8.91818011993387,0.004439709022503315,-0.3919309008348279,1.153609831029195,0,0,NA,NA,NA,NA,1998,2016,FALSE,FALSE,TRUE,1,Moderate Issues
dhs-quickstats_national_zaf,survey_id,52,0,0,2,0.038461538461538464,categorical,NA,NA,NA,NA,NA,NA,NA,31,0.5961538461538461,0,0.038461538461538464,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
dhs-quickstats_national_zaf,indicator_id,52,0,0,27,0.5192307692307693,categorical,NA,NA,NA,NA,NA,NA,NA,6,0.11538461538461539,26,0.5192307692307693,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
dhs-quickstats_national_zaf,indicator_order,52,0,0,27,0.5192307692307693,numeric,93178551.53846154,61143758.078372024,0.6561999201407801,1.3339831656240073,4.28937580096747,6,0.11538461538461539,NA,NA,NA,NA,11763080,260321010,FALSE,TRUE,FALSE,1,Moderate Issues
dhs-quickstats_national_zaf,indicator_type,52,0,0,1,0.019230769230769232,categorical,NA,NA,NA,NA,NA,NA,NA,52,1,0,0.019230769230769232,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
dhs-quickstats_national_zaf,characteristic_id,52,0,0,2,0.038461538461538464,numeric,2557.6923076923076,3438.0424294366026,1.3441970400804761,1.7283171304361864,3.9870801033591725,9,0.17307692307692307,NA,NA,NA,NA,1000,10000,FALSE,TRUE,FALSE,1,Moderate Issues
dhs-quickstats_national_zaf,characteristic_order,52,0,0,2,0.038461538461538464,numeric,1730.7692307692307,3820.0471438184472,2.2071383497617694,1.7283171304361864,3.987080103359173,9,0.17307692307692307,NA,NA,NA,NA,0,10000,FALSE,TRUE,FALSE,1,Moderate Issues
dhs-quickstats_national_zaf,characteristic_category,52,0,0,2,0.038461538461538464,categorical,NA,NA,NA,NA,NA,NA,NA,43,0.8269230769230769,0,0.038461538461538464,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
dhs-quickstats_national_zaf,characteristic_label,52,0,0,2,0.038461538461538464,categorical,NA,NA,NA,NA,NA,NA,NA,43,0.8269230769230769,0,0.038461538461538464,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
dhs-quickstats_national_zaf,by_variable_id,52,0,0,6,0.11538461538461539,numeric,16981.25,87076.26427130461,5.127788841887647,6.93729097892511,49.431249279810366,1,0.019230769230769232,NA,NA,NA,NA,0,631001,FALSE,FALSE,FALSE,0,Good Quality
dhs-quickstats_national_zaf,by_variable_label,52,33,0.6346153846153846,5,0.2631578947368421,categorical,NA,NA,NA,NA,NA,NA,NA,8,0.42105263157894735,4,0.2631578947368421,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
dhs-quickstats_national_zaf,is_total,52,0,0,1,0.019230769230769232,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
dhs-quickstats_national_zaf,is_preferred,52,0,0,2,0.038461538461538464,numeric,0.7884615384615384,0.41238371915612493,0.5230232535638658,-1.4126448280440331,2.995565410199556,11,0.21153846153846154,NA,NA,NA,NA,0,1,FALSE,TRUE,FALSE,1,Moderate Issues
dhs-quickstats_national_zaf,sdrid,52,0,0,27,0.5192307692307693,categorical,NA,NA,NA,NA,NA,NA,NA,6,0.11538461538461539,26,0.5192307692307693,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
dhs-quickstats_national_zaf,region_id,52,52,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
dhs-quickstats_national_zaf,survey_year_label,52,0,0,2,0.038461538461538464,numeric,2008.7307692307693,8.91818011993387,0.004439709022503315,-0.3919309008348279,1.153609831029195,0,0,NA,NA,NA,NA,1998,2016,FALSE,FALSE,TRUE,1,Moderate Issues
dhs-quickstats_national_zaf,survey_type,52,0,0,1,0.019230769230769232,categorical,NA,NA,NA,NA,NA,NA,NA,52,1,0,0.019230769230769232,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
dhs-quickstats_national_zaf,denominator_weighted,52,18,0.34615384615384615,28,0.8235294117647058,numeric,3832.205882352941,3328.811579540897,0.8686411121254883,1.2398735719634246,3.565205143314357,3,0.08823529411764706,NA,NA,NA,NA,246,12247,FALSE,TRUE,FALSE,1,Moderate Issues
dhs-quickstats_national_zaf,denominator_unweighted,52,18,0.34615384615384615,29,0.8529411764705882,numeric,3999.029411764706,3682.5695202991087,0.9208658254588958,1.2752092320469601,3.340404661520683,5,0.14705882352941177,NA,NA,NA,NA,256,12247,FALSE,TRUE,FALSE,1,Moderate Issues
dhs-quickstats_national_zaf,ci_low,52,38,0.7307692307692307,13,0.9285714285714286,numeric,67.67142857142858,79.97647181487844,1.1818351334265338,1.9167097066115428,4.9972651505437495,2,0.14285714285714285,NA,NA,NA,NA,11.5,270,TRUE,TRUE,FALSE,2,Significant Issues
dhs-quickstats_national_zaf,ci_high,52,38,0.7307692307692307,13,0.9285714285714286,numeric,160.53571428571428,258.6079855009028,1.6109062500612412,1.9258413725588237,4.925673329072476,3,0.21428571428571427,NA,NA,NA,NA,17.3,802,TRUE,TRUE,FALSE,2,Significant Issues
dhs-quickstats_national_zaf,level_rank,52,52,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
hiv-behavior_national_zaf,iso3,118,0,0,1,0.00847457627118644,categorical,NA,NA,NA,NA,NA,NA,NA,118,1,0,0.00847457627118644,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,data_id,118,0,0,118,1,numeric,405732.406779661,221509.20715363754,0.5459490133208201,0.4287507713722313,2.367791036095545,0,0,NA,NA,NA,NA,3439,796638,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,indicator,118,0,0,77,0.652542372881356,categorical,NA,NA,NA,NA,NA,NA,NA,6,0.05084745762711865,75,0.652542372881356,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,value,118,0,0,99,0.8389830508474576,numeric,1605.5271186440677,2109.1605709284318,1.3136872908815784,1.718817510447362,5.640026308946754,8,0.06779661016949153,NA,NA,NA,NA,0.1,8514,FALSE,TRUE,FALSE,1,Moderate Issues
hiv-behavior_national_zaf,precision,118,0,0,2,0.01694915254237288,numeric,0.3559322033898305,0.4808365880672595,1.3509218426651577,0.6017934765940706,1.3621553884711783,0,0,NA,NA,NA,NA,0,1,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,dhs_country_code,118,0,0,1,0.00847457627118644,categorical,NA,NA,NA,NA,NA,NA,NA,118,1,0,0.00847457627118644,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,country_name,118,0,0,1,0.00847457627118644,categorical,NA,NA,NA,NA,NA,NA,NA,118,1,0,0.00847457627118644,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,survey_year,118,0,0,2,0.01694915254237288,numeric,2013.406779661017,6.347807062131325,0.003152769289472672,-2.0271885216406376,5.1094933022715034,17,0.1440677966101695,NA,NA,NA,NA,1998,2016,FALSE,TRUE,TRUE,2,Significant Issues
hiv-behavior_national_zaf,survey_id,118,0,0,2,0.01694915254237288,categorical,NA,NA,NA,NA,NA,NA,NA,101,0.8559322033898306,0,0.01694915254237288,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,indicator_id,118,0,0,101,0.8559322033898306,categorical,NA,NA,NA,NA,NA,NA,NA,2,0.01694915254237288,101,0.8559322033898306,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,indicator_order,118,0,0,101,0.8559322033898306,numeric,135657340.84745762,177821.00381441522,0.0013108100358119898,-0.30839208848834165,1.2776555500730313,0,0,NA,NA,NA,NA,135403010,135864060,FALSE,FALSE,TRUE,1,Moderate Issues
hiv-behavior_national_zaf,indicator_type,118,0,0,3,0.025423728813559324,categorical,NA,NA,NA,NA,NA,NA,NA,42,0.3559322033898305,0,0.025423728813559324,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,characteristic_id,118,0,0,2,0.01694915254237288,numeric,4889.830508474576,4477.453294587797,0.915666358338579,0.27371430369424377,1.0749195200468247,0,0,NA,NA,NA,NA,1000,10000,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,characteristic_order,118,0,0,2,0.01694915254237288,numeric,4322.033898305085,4974.948105097553,1.1510664243166886,0.2737143036942436,1.0749195200468247,0,0,NA,NA,NA,NA,0,10000,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,characteristic_category,118,0,0,2,0.01694915254237288,categorical,NA,NA,NA,NA,NA,NA,NA,67,0.5677966101694916,0,0.01694915254237288,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,characteristic_label,118,0,0,2,0.01694915254237288,categorical,NA,NA,NA,NA,NA,NA,NA,67,0.5677966101694916,0,0.01694915254237288,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,by_variable_id,118,0,0,1,0.00847457627118644,numeric,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,by_variable_label,118,118,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
hiv-behavior_national_zaf,is_total,118,0,0,1,0.00847457627118644,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
hiv-behavior_national_zaf,is_preferred,118,0,0,1,0.00847457627118644,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
hiv-behavior_national_zaf,sdrid,118,0,0,101,0.8559322033898306,categorical,NA,NA,NA,NA,NA,NA,NA,2,0.01694915254237288,101,0.8559322033898306,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,region_id,118,118,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
hiv-behavior_national_zaf,survey_year_label,118,0,0,2,0.01694915254237288,numeric,2013.406779661017,6.347807062131325,0.003152769289472672,-2.0271885216406376,5.1094933022715034,17,0.1440677966101695,NA,NA,NA,NA,1998,2016,FALSE,TRUE,TRUE,2,Significant Issues
hiv-behavior_national_zaf,survey_type,118,0,0,1,0.00847457627118644,categorical,NA,NA,NA,NA,NA,NA,NA,118,1,0,0.00847457627118644,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
hiv-behavior_national_zaf,denominator_weighted,118,39,0.3305084745762712,35,0.4430379746835443,numeric,2380.6582278481014,2320.8003310423,0.9748565770148756,1.352258778065196,4.182753757248315,7,0.08860759493670886,NA,NA,NA,NA,15,8514,FALSE,TRUE,FALSE,1,Moderate Issues
hiv-behavior_national_zaf,denominator_unweighted,118,38,0.3220338983050847,31,0.3875,numeric,2566.2875,2232.042608786111,0.86975547704071,1.3338228529916856,4.22912645857081,7,0.0875,NA,NA,NA,NA,86,8514,FALSE,TRUE,FALSE,1,Moderate Issues
hiv-behavior_national_zaf,ci_low,118,118,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
hiv-behavior_national_zaf,ci_high,118,118,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
hiv-behavior_national_zaf,level_rank,118,118,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
immunization_national_zaf,iso3,116,0,0,1,0.008620689655172414,categorical,NA,NA,NA,NA,NA,NA,NA,116,1,0,0.008620689655172414,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,data_id,116,0,0,116,1,numeric,443887.8620689655,247949.8891482045,0.5585867745797503,8.697178587294694e-4,1.964437592032132,0,0,NA,NA,NA,NA,36637,796699,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,indicator,116,0,0,32,0.27586206896551724,categorical,NA,NA,NA,NA,NA,NA,NA,8,0.06896551724137931,21,0.27586206896551724,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,value,116,0,0,78,0.6724137931034483,numeric,234.94913793103447,544.7588810850076,2.318624728237619,4.956145381748578,30.82096571603345,24,0.20689655172413793,NA,NA,NA,NA,2.2,3761,FALSE,TRUE,FALSE,1,Moderate Issues
immunization_national_zaf,precision,116,0,0,2,0.017241379310344827,numeric,0.8620689655172413,0.3463235914358239,0.40173536606555577,-2.1,5.409999999999998,16,0.13793103448275862,NA,NA,NA,NA,0,1,FALSE,TRUE,FALSE,1,Moderate Issues
immunization_national_zaf,dhs_country_code,116,0,0,1,0.008620689655172414,categorical,NA,NA,NA,NA,NA,NA,NA,116,1,0,0.008620689655172414,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,country_name,116,0,0,1,0.008620689655172414,categorical,NA,NA,NA,NA,NA,NA,NA,116,1,0,0.008620689655172414,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,survey_year,116,0,0,2,0.017241379310344827,numeric,2007.7758620689656,9.005395683937929,0.0044852594625069755,-0.17305804388374263,1.029949086552865,0,0,NA,NA,NA,NA,1998,2016,FALSE,FALSE,TRUE,1,Moderate Issues
immunization_national_zaf,survey_id,116,0,0,2,0.017241379310344827,categorical,NA,NA,NA,NA,NA,NA,NA,63,0.5431034482758621,0,0.017241379310344827,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,indicator_id,116,0,0,52,0.4482758620689655,categorical,NA,NA,NA,NA,NA,NA,NA,4,0.034482758620689655,52,0.4482758620689655,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,indicator_order,116,0,0,52,0.4482758620689655,numeric,93902500.94827586,19977.3592709542,2.1274576362942973e-4,0.7955952860801179,2.0691930122156648,0,0,NA,NA,NA,NA,93886010,93936280,FALSE,FALSE,TRUE,1,Moderate Issues
immunization_national_zaf,indicator_type,116,0,0,3,0.02586206896551724,categorical,NA,NA,NA,NA,NA,NA,NA,100,0.8620689655172413,0,0.02586206896551724,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,characteristic_id,116,0,0,2,0.017241379310344827,numeric,139104.4827586207,134000.44431817852,0.9633078795217628,-0.06900655593423555,1.0047619047619047,0,0,NA,NA,NA,NA,1000,268002,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,characteristic_order,116,0,0,2,0.017241379310344827,numeric,138621.72413793104,134502.31488213752,0.970283090320716,-0.06900655593423566,1.004761904761905,0,0,NA,NA,NA,NA,0,268002,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,characteristic_category,116,0,0,2,0.017241379310344827,categorical,NA,NA,NA,NA,NA,NA,NA,60,0.5172413793103449,0,0.017241379310344827,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,characteristic_label,116,0,0,2,0.017241379310344827,categorical,NA,NA,NA,NA,NA,NA,NA,60,0.5172413793103449,0,0.017241379310344827,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,by_variable_id,116,0,0,3,0.02586206896551724,numeric,133449.05172413794,129483.3583077693,0.9702830903244902,-0.06900655591088249,1.004761904789838,0,0,NA,NA,NA,NA,0,258002,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,by_variable_label,116,56,0.4827586206896552,2,0.03333333333333333,categorical,NA,NA,NA,NA,NA,NA,NA,30,0.5,0,0.03333333333333333,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,is_total,116,0,0,1,0.008620689655172414,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
immunization_national_zaf,is_preferred,116,0,0,2,0.017241379310344827,numeric,0.7413793103448276,0.43977641859338545,0.5931867971724734,-1.1024989233414213,2.215503875968993,0,0,NA,NA,NA,NA,0,1,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,sdrid,116,0,0,52,0.4482758620689655,categorical,NA,NA,NA,NA,NA,NA,NA,4,0.034482758620689655,52,0.4482758620689655,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,region_id,116,116,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
immunization_national_zaf,survey_year_label,116,0,0,2,0.017241379310344827,numeric,2007.7758620689656,9.005395683937929,0.0044852594625069755,-0.17305804388374263,1.029949086552865,0,0,NA,NA,NA,NA,1998,2016,FALSE,FALSE,TRUE,1,Moderate Issues
immunization_national_zaf,survey_type,116,0,0,1,0.008620689655172414,categorical,NA,NA,NA,NA,NA,NA,NA,116,1,0,0.008620689655172414,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
immunization_national_zaf,denominator_weighted,116,8,0.06896551724137931,6,0.05555555555555555,numeric,1203.898148148148,962.8158560736414,0.7997485979645848,2.133281011564842,5.891552487007588,13,0.12037037037037036,NA,NA,NA,NA,660,3734,FALSE,TRUE,FALSE,1,Moderate Issues
immunization_national_zaf,denominator_unweighted,116,8,0.06896551724137931,6,0.05555555555555555,numeric,1209.9166666666667,970.9415425101362,0.8024862945190188,2.1321290086401103,5.888315848088575,13,0.12037037037037036,NA,NA,NA,NA,670,3761,FALSE,TRUE,FALSE,1,Moderate Issues
immunization_national_zaf,ci_low,116,116,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
immunization_national_zaf,ci_high,116,116,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
immunization_national_zaf,level_rank,116,116,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
iycf_national_zaf,iso3,22,0,0,1,0.045454545454545456,categorical,NA,NA,NA,NA,NA,NA,NA,22,1,0,0.045454545454545456,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,data_id,22,0,0,22,1,numeric,519634.5,221818.0619417527,0.4268732386740155,-0.3481118695863238,1.619162801920449,0,0,NA,NA,NA,NA,198727,796663,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,indicator,22,0,0,14,0.6363636363636364,categorical,NA,NA,NA,NA,NA,NA,NA,2,0.09090909090909091,14,0.6363636363636364,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,value,22,0,0,22,1,numeric,41.195454545454545,27.13406710028184,0.6586665300741481,0.3366233058353445,1.7916192900425836,0,0,NA,NA,NA,NA,6.3,87.4,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,precision,22,0,0,1,0.045454545454545456,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
iycf_national_zaf,dhs_country_code,22,0,0,1,0.045454545454545456,categorical,NA,NA,NA,NA,NA,NA,NA,22,1,0,0.045454545454545456,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,country_name,22,0,0,1,0.045454545454545456,categorical,NA,NA,NA,NA,NA,NA,NA,22,1,0,0.045454545454545456,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,survey_year,22,0,0,2,0.09090909090909091,numeric,2009.4545454545455,8.862587350511957,0.0044104443021910755,-0.5669467095138553,1.3214285714285827,0,0,NA,NA,NA,NA,1998,2016,FALSE,FALSE,TRUE,1,Moderate Issues
iycf_national_zaf,survey_id,22,0,0,2,0.09090909090909091,categorical,NA,NA,NA,NA,NA,NA,NA,14,0.6363636363636364,0,0.09090909090909091,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,indicator_id,22,0,0,14,0.6363636363636364,categorical,NA,NA,NA,NA,NA,NA,NA,2,0.09090909090909091,14,0.6363636363636364,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,indicator_order,22,0,0,14,0.6363636363636364,numeric,104336967.27272727,64974.40376478067,6.227361736032017e-4,0.7322901511702874,1.9312354029706973,0,0,NA,NA,NA,NA,104266010,104436150,FALSE,FALSE,TRUE,1,Moderate Issues
iycf_national_zaf,indicator_type,22,0,0,1,0.045454545454545456,categorical,NA,NA,NA,NA,NA,NA,NA,22,1,0,0.045454545454545456,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,characteristic_id,22,0,0,2,0.09090909090909091,numeric,134636.81818181818,149836.78392985335,1.1128960558731313,0.18257418583505544,1.0333333333333334,0,0,NA,NA,NA,NA,1000,295001,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,characteristic_order,22,0,0,2,0.09090909090909091,numeric,9545.90909090909,10703.100667381574,1.1212238211627763,0.1825741858350556,1.0333333333333332,0,0,NA,NA,NA,NA,0,21001,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,characteristic_category,22,0,0,2,0.09090909090909091,categorical,NA,NA,NA,NA,NA,NA,NA,12,0.5454545454545454,0,0.09090909090909091,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,characteristic_label,22,0,0,2,0.09090909090909091,categorical,NA,NA,NA,NA,NA,NA,NA,12,0.5454545454545454,0,0.09090909090909091,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,by_variable_id,22,0,0,1,0.045454545454545456,numeric,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,by_variable_label,22,22,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
iycf_national_zaf,is_total,22,0,0,1,0.045454545454545456,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
iycf_national_zaf,is_preferred,22,0,0,1,0.045454545454545456,numeric,1,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,FALSE,FALSE,TRUE,1,Moderate Issues
iycf_national_zaf,sdrid,22,0,0,14,0.6363636363636364,categorical,NA,NA,NA,NA,NA,NA,NA,2,0.09090909090909091,14,0.6363636363636364,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,region_id,22,22,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
iycf_national_zaf,survey_year_label,22,0,0,2,0.09090909090909091,numeric,2009.4545454545455,8.862587350511957,0.0044104443021910755,-0.5669467095138553,1.3214285714285827,0,0,NA,NA,NA,NA,1998,2016,FALSE,FALSE,TRUE,1,Moderate Issues
iycf_national_zaf,survey_type,22,0,0,1,0.045454545454545456,categorical,NA,NA,NA,NA,NA,NA,NA,22,1,0,0.045454545454545456,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
iycf_national_zaf,denominator_weighted,22,2,0.09090909090909091,8,0.4,numeric,750.4,533.8023880367006,0.7113571269145796,1.4286409021487274,3.7812422907038115,2,0.1,NA,NA,NA,NA,345,2010,FALSE,TRUE,FALSE,1,Moderate Issues
iycf_national_zaf,denominator_unweighted,22,2,0.09090909090909091,9,0.45,numeric,755.7,539.4899247876353,0.7138943030139411,1.4543321563748417,3.8842925800109214,2,0.1,NA,NA,NA,NA,346,2041,FALSE,TRUE,FALSE,1,Moderate Issues
iycf_national_zaf,ci_low,22,22,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
iycf_national_zaf,ci_high,22,22,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
iycf_national_zaf,level_rank,22,22,1,0,NA,categorical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,Moderate Issues
literacy_national_zaf,iso3,20,0,0,1,0.05,categorical,NA,NA,NA,NA,NA,NA,NA,20,1,0,0.05,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
literacy_national_zaf,data_id,20,0,0,20,1,numeric,510726.95,67597.01006504807,0.13235449992417292,-1.5344265156842658,4.880897427577552,2,0.1,NA,NA,NA,NA,326141,569331,FALSE,TRUE,FALSE,1,Moderate Issues
literacy_national_zaf,indicator,20,0,0,20,1,categorical,NA,NA,NA,NA,NA,NA,NA,1,0.05,20,1,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
literacy_national_zaf,value,20,0,0,17,0.85,numeric,1364.555,3203.7360295155077,2.3478247703577413,2.427281528288235,7.660427173024041,4,0.2,NA,NA,NA,NA,0,11805,FALSE,TRUE,FALSE,1,Moderate Issues
literacy_national_zaf,precision,20,0,0,2,0.1,numeric,0.8,0.41039134083406165,0.512989176042577,-1.5000000000000004,3.25,4,0.2,NA,NA,NA,NA,0,1,FALSE,TRUE,FALSE,1,Moderate Issues
literacy_national_zaf,dhs_country_code,20,0,0,1,0.05,categorical,NA,NA,NA,NA,NA,NA,NA,20,1,0,0.05,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
literacy_national_zaf,country_name,20,0,0,1,0.05,categorical,NA,NA,NA,NA,NA,NA,NA,20,1,0,0.05,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
literacy_national_zaf,survey_year,20,0,0,1,0.05,numeric,2016,0,0,NA,NA,0,0,NA,NA,NA,NA,2016,2016,FALSE,FALSE,TRUE,1,Moderate Issues
literacy_national_zaf,survey_id,20,0,0,1,0.05,categorical,NA,NA,NA,NA,NA,NA,NA,20,1,0,0.05,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
literacy_national_zaf,indicator_id,20,0,0,20,1,categorical,NA,NA,NA,NA,NA,NA,NA,1,0.05,20,1,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
literacy_national_zaf,indicator_order,20,0,0,20,1,numeric,231233614,570.4236652653332,2.46687172940753e-6,1.843347271231891e-5,1.0140503771036498,0,0,NA,NA,NA,NA,231233010,231234220,FALSE,FALSE,TRUE,1,Moderate Issues
literacy_national_zaf,indicator_type,20,0,0,4,0.2,categorical,NA,NA,NA,NA,NA,NA,NA,14,0.7,3,0.2,NA,NA,FALSE,FALSE,FALSE,0,Good Quality
literacy_national_zaf,characteristic_id,20,0,0,1,0.05,numeric,10000,0,0,NA,NA,0,0,NA,NA,NA,NA,10000,10000,FALSE,FALSE,TRUE,1,Moderate Issues
